member_id,tier,segment,churn_probability,reason_1,reason_2,reason_3,recommended_action,annual_value_thb
M005434,Bronze,Loyal,0.9606271,a member for 323 days (+14 points of risk),visits roughly every 45 days (+13 points of risk),visiting 63% less often than their own usual pattern (+11 points of risk),"Tier-up nudge, personalized bundle",2064.33
M009426,Bronze,Hibernating,0.91641396,52 days since last visit (+13 points of risk),12 visits on record (+13 points of risk),visiting 79% less often than their own usual pattern (+12 points of risk),Bounce-back free drink + one-question why-survey,2064.04
M008786,Silver,Loyal,0.8929989,a member for 411 days (+16 points of risk),10 visits on record (+10 points of risk),typical gap between visits is now 3.6x longer than their own usual pattern (+9 points of risk),"Tier-up nudge, personalized bundle",2062.9
M009120,Bronze,Hibernating,0.96750265,visits roughly every 11 days (+13 points of risk),38 days since last visit (+12 points of risk),13 visits on record (+11 points of risk),Bounce-back free drink + one-question why-survey,2062.07
M008169,Bronze,Loyal,0.884083,visiting 65% less often than their own usual pattern (+16 points of risk),a member for 334 days (+15 points of risk),12 visits on record (+9 points of risk),"Tier-up nudge, personalized bundle",2061.85
M018159,Silver,Loyal,0.8116281,visiting 89% less often than their own usual pattern (+17 points of risk),9 visits on record (+10 points of risk),a member for 215 days (+8 points of risk),"Tier-up nudge, personalized bundle",2060.94
M019427,Bronze,Loyal,0.9249313,visiting 77% less often than their own usual pattern (+15 points of risk),a member for 366 days (+14 points of risk),14 visits on record (+9 points of risk),"Tier-up nudge, personalized bundle",2059.26
M018168,Silver,Hibernating,0.8762955,69 days since last visit (+13 points of risk),a member for 312 days (+12 points of risk),visiting 56% less often than their own usual pattern (+9 points of risk),Bounce-back free drink + one-question why-survey,2057.63
M009821,Bronze,Hibernating,0.98039377,78 days since last visit (+18 points of risk),15 visits on record (+11 points of risk),visits roughly every 10 days (+8 points of risk),Bounce-back free drink + one-question why-survey,2056.53
M010119,Bronze,Loyal,0.8730235,11 visits on record (+14 points of risk),a member for 192 days (+8 points of risk),32 days since last visit (+7 points of risk),"Tier-up nudge, personalized bundle",2056.49
M007118,Bronze,Loyal,0.8977055,12 visits on record (+14 points of risk),visiting 81% less often than their own usual pattern (+13 points of risk),visits roughly every 10 days (+10 points of risk),"Tier-up nudge, personalized bundle",2055.81
M007382,Bronze,Loyal,0.8459197,visiting 76% less often than their own usual pattern (+17 points of risk),14 visits on record (+11 points of risk),a member for 265 days (+11 points of risk),"Tier-up nudge, personalized bundle",2054.69
M017886,Silver,Loyal,0.9188173,12 visits on record (+13 points of risk),visits roughly every 11 days (+12 points of risk),visiting 56% less often than their own usual pattern (+11 points of risk),"Tier-up nudge, personalized bundle",2054.29
M011098,Bronze,Loyal,0.81871074,a member for 297 days (+10 points of risk),visits roughly every 37 days (+9 points of risk),9 visits on record (+7 points of risk),"Tier-up nudge, personalized bundle",2054.13
M016203,Silver,Hibernating,0.94411445,42 days since last visit (+13 points of risk),9 visits on record (+12 points of risk),visits roughly every 11 days (+12 points of risk),Bounce-back free drink + one-question why-survey,2053.2
M001034,Bronze,Loyal,0.95029217,14 visits on record (+14 points of risk),visits roughly every 10 days (+11 points of risk),a member for 163 days (+8 points of risk),"Tier-up nudge, personalized bundle",2053.16
M010564,Silver,Hibernating,0.97315955,59 days since last visit (+16 points of risk),11 visits on record (+11 points of risk),visits roughly every 14 days (+10 points of risk),Bounce-back free drink + one-question why-survey,2050.81
M012519,Silver,Hibernating,0.9494343,50 days since last visit (+23 points of risk),visits roughly every 16 days (+10 points of risk),12 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,2050.27
M005229,Bronze,Loyal,0.8498313,10 visits on record (+11 points of risk),visiting 41% less often than their own usual pattern (+11 points of risk),a member for 173 days (+8 points of risk),"Tier-up nudge, personalized bundle",2047.74
M012524,Silver,Loyal,0.81036043,visits roughly every 12 days (+14 points of risk),11 visits on record (+13 points of risk),visits down 50% in the last 30 days vs. the 30 before (+9 points of risk),"Tier-up nudge, personalized bundle",2046.84
M008793,Silver,Loyal,0.8046782,visiting 65% less often than their own usual pattern (+17 points of risk),8 visits on record (+9 points of risk),a member for 162 days (+8 points of risk),"Tier-up nudge, personalized bundle",2045.57
M012807,Bronze,Loyal,0.8793115,15 visits on record (+14 points of risk),visiting 47% less often than their own usual pattern (+11 points of risk),28 days since last visit (+9 points of risk),"Tier-up nudge, personalized bundle",2043.8
M005888,Bronze,Hibernating,0.98480034,66 days since last visit (+17 points of risk),13 visits on record (+12 points of risk),a member for 185 days (+8 points of risk),Bounce-back free drink + one-question why-survey,2042.73
M005801,Bronze,Loyal,0.85543805,a member for 424 days (+15 points of risk),visiting 83% less often than their own usual pattern (+13 points of risk),12 visits on record (+11 points of risk),"Tier-up nudge, personalized bundle",2042.71
M017730,Bronze,Loyal,0.91403776,visits roughly every 10 days (+14 points of risk),10 visits on record (+11 points of risk),28 days since last visit (+8 points of risk),"Tier-up nudge, personalized bundle",2041.79
M004602,Silver,Hibernating,0.9393361,visits roughly every 12 days (+22 points of risk),35 days since last visit (+12 points of risk),visits down 67% in the last 30 days vs. the 30 before (+9 points of risk),Bounce-back free drink + one-question why-survey,2040.8799999999999
M016085,Bronze,Hibernating,0.9742183,visits roughly every 12 days (+17 points of risk),39 days since last visit (+13 points of risk),visits down 67% in the last 30 days vs. the 30 before (+8 points of risk),Bounce-back free drink + one-question why-survey,2036.6100000000001
M001982,Silver,Hibernating,0.80915534,87 days since last visit (+17 points of risk),a member for 246 days (+11 points of risk),10 visits on record (+10 points of risk),Bounce-back free drink + one-question why-survey,2035.85
M000973,Bronze,Hibernating,0.9674562,65 days since last visit (+22 points of risk),17 visits on record (+12 points of risk),visiting 85% less often than their own usual pattern (+10 points of risk),Bounce-back free drink + one-question why-survey,2034.76
M019768,Silver,Hibernating,0.94750506,81 days since last visit (+17 points of risk),visiting 55% less often than their own usual pattern (+11 points of risk),a member for 310 days (+10 points of risk),Bounce-back free drink + one-question why-survey,2034.59
M010522,Silver,Loyal,0.8172695,visits roughly every 47 days (+15 points of risk),a member for 340 days (+13 points of risk),8 visits on record (+9 points of risk),"Tier-up nudge, personalized bundle",2034.54
M016248,Bronze,Hibernating,0.9941369,typical gap between visits is now 4.5x longer than their own usual pattern (+20 points of risk),75 days since last visit (+14 points of risk),15 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,2033.29
M000871,Bronze,Hibernating,0.9908907,66 days since last visit (+17 points of risk),12 visits on record (+12 points of risk),visits roughly every 11 days (+9 points of risk),Bounce-back free drink + one-question why-survey,2029.8
M014854,Bronze,Loyal,0.82989484,visiting 64% less often than their own usual pattern (+16 points of risk),a member for 233 days (+9 points of risk),9 visits on record (+9 points of risk),"Tier-up nudge, personalized bundle",2029.78
M017991,Bronze,Loyal,0.8436504,12 visits on record (+13 points of risk),visiting 42% less often than their own usual pattern (+11 points of risk),a member for 254 days (+9 points of risk),"Tier-up nudge, personalized bundle",2027.72
M007689,Bronze,Loyal,0.9412535,visits roughly every 14 days (+15 points of risk),13 visits on record (+13 points of risk),34 days since last visit (+10 points of risk),"Tier-up nudge, personalized bundle",2027.6
M000173,Silver,Loyal,0.8226165,12 visits on record (+15 points of risk),a member for 381 days (+13 points of risk),visiting 96% less often than their own usual pattern (+13 points of risk),"Tier-up nudge, personalized bundle",2027.55
M010802,Bronze,Loyal,0.84279513,visiting 90% less often than their own usual pattern (+17 points of risk),a member for 353 days (+13 points of risk),12 visits on record (+9 points of risk),"Tier-up nudge, personalized bundle",2027.06
M004273,Bronze,Hibernating,0.9918326,57 days since last visit (+15 points of risk),13 visits on record (+12 points of risk),visits roughly every 13 days (+10 points of risk),Bounce-back free drink + one-question why-survey,2025.3
M009145,Bronze,Loyal,0.92609006,typical gap between visits is now 4.0x longer than their own usual pattern (+32 points of risk),10 visits on record (+10 points of risk),a member for 199 days (+9 points of risk),"Tier-up nudge, personalized bundle",2024.94
M008847,Bronze,Loyal,0.95850843,visits roughly every 13 days (+14 points of risk),9 visits on record (+10 points of risk),visits down 67% in the last 30 days vs. the 30 before (+6 points of risk),"Tier-up nudge, personalized bundle",2023.9
M011326,Bronze,Loyal,0.921696,visits roughly every 5 days (+17 points of risk),visits down 80% in the last 30 days vs. the 30 before (+13 points of risk),28 days since last visit (+10 points of risk),"Tier-up nudge, personalized bundle",2023.5
M002537,Bronze,Hibernating,0.82580626,84 days since last visit (+15 points of risk),11 visits on record (+13 points of risk),visiting 85% less often than their own usual pattern (+12 points of risk),Bounce-back free drink + one-question why-survey,2020.71
M007081,Silver,Loyal,0.8669398,12 visits on record (+15 points of risk),visits roughly every 10 days (+11 points of risk),visiting 42% less often than their own usual pattern (+11 points of risk),"Tier-up nudge, personalized bundle",2019.96
M010299,Silver,Hibernating,0.85153204,46 days since last visit (+16 points of risk),typical gap between visits is now 2.1x longer than their own usual pattern (+14 points of risk),a member for 203 days (+9 points of risk),Bounce-back free drink + one-question why-survey,2019.8400000000001
M006609,Silver,Hibernating,0.80441934,57 days since last visit (+14 points of risk),a member for 300 days (+10 points of risk),9 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,2019.6
M010411,Bronze,Loyal,0.8201762,visiting 42% less often than their own usual pattern (+15 points of risk),a member for 275 days (+12 points of risk),13 visits on record (+11 points of risk),"Tier-up nudge, personalized bundle",2019.4099999999999
M005555,Silver,Hibernating,0.91221285,76 days since last visit (+17 points of risk),a member for 256 days (+11 points of risk),visiting 50% less often than their own usual pattern (+10 points of risk),Bounce-back free drink + one-question why-survey,2019.21
M008027,Bronze,Loyal,0.81733537,visiting 59% less often than their own usual pattern (+18 points of risk),11 visits on record (+11 points of risk),a member for 208 days (+9 points of risk),"Tier-up nudge, personalized bundle",2014.85
M003092,Bronze,Hibernating,0.9734345,76 days since last visit (+25 points of risk),visits roughly every 11 days (+14 points of risk),a member for 189 days (+8 points of risk),Bounce-back free drink + one-question why-survey,2013.95
M008974,Silver,Hibernating,0.829186,a member for 358 days (+11 points of risk),visiting 46% less often than their own usual pattern (+11 points of risk),10 visits on record (+10 points of risk),Bounce-back free drink + one-question why-survey,2011.4399999999998
M014049,Bronze,Hibernating,0.9380568,visits roughly every 12 days (+21 points of risk),35 days since last visit (+12 points of risk),visits down 67% in the last 30 days vs. the 30 before (+9 points of risk),Bounce-back free drink + one-question why-survey,2011.14
M016602,Bronze,Hibernating,0.9836404,86 days since last visit (+18 points of risk),13 visits on record (+11 points of risk),a member for 207 days (+8 points of risk),Bounce-back free drink + one-question why-survey,2010.4299999999998
M016694,Silver,Loyal,0.9618757,typical gap between visits is now 4.6x longer than their own usual pattern (+32 points of risk),20 visits on record (+14 points of risk),33 days since last visit (+6 points of risk),"Tier-up nudge, personalized bundle",2008.45
M014858,Bronze,Hibernating,0.9349271,61 days since last visit (+14 points of risk),visiting 53% less often than their own usual pattern (+13 points of risk),a member for 369 days (+12 points of risk),Bounce-back free drink + one-question why-survey,2005.55
M009551,Bronze,Hibernating,0.9547495,65 days since last visit (+16 points of risk),visiting 82% less often than their own usual pattern (+12 points of risk),a member for 275 days (+11 points of risk),Bounce-back free drink + one-question why-survey,2004.8200000000002
M017964,Bronze,Hibernating,0.96169776,45 days since last visit (+19 points of risk),visits roughly every 11 days (+16 points of risk),a member for 168 days (+8 points of risk),Bounce-back free drink + one-question why-survey,2003.76
M018963,Bronze,Hibernating,0.89250517,63 days since last visit (+12 points of risk),a member for 274 days (+12 points of risk),visiting 57% less often than their own usual pattern (+11 points of risk),Bounce-back free drink + one-question why-survey,2003.2
M007178,Gold,Loyal,0.87925196,a member for 291 days (+14 points of risk),visiting 67% less often than their own usual pattern (+12 points of risk),9 visits on record (+8 points of risk),"Tier-up nudge, personalized bundle",2002.92
M019320,Bronze,Loyal,0.8018878,visiting 62% less often than their own usual pattern (+15 points of risk),a member for 248 days (+12 points of risk),8 visits on record (+8 points of risk),"Tier-up nudge, personalized bundle",2002.89
M001484,Silver,Loyal,0.850206,visiting 70% less often than their own usual pattern (+16 points of risk),11 visits on record (+14 points of risk),a member for 166 days (+9 points of risk),"Tier-up nudge, personalized bundle",2002.74
M019311,Bronze,Hibernating,0.9591611,typical gap between visits is now 3.0x longer than their own usual pattern (+15 points of risk),59 days since last visit (+15 points of risk),11 visits on record (+11 points of risk),Bounce-back free drink + one-question why-survey,2002.51
M006711,Gold,Loyal,0.87394613,a member for 357 days (+14 points of risk),typical gap between visits is now 2.3x longer than their own usual pattern (+12 points of risk),9 visits on record (+11 points of risk),"Tier-up nudge, personalized bundle",1999.75
M014920,Bronze,Loyal,0.8853913,visiting 84% less often than their own usual pattern (+14 points of risk),a member for 362 days (+14 points of risk),10 visits on record (+10 points of risk),"Tier-up nudge, personalized bundle",1997.76
M007930,Silver,Hibernating,0.81576806,a member for 341 days (+13 points of risk),83 days since last visit (+12 points of risk),visiting 47% less often than their own usual pattern (+8 points of risk),Bounce-back free drink + one-question why-survey,1997.48
M005461,Bronze,Hibernating,0.9225968,74 days since last visit (+17 points of risk),a member for 309 days (+11 points of risk),visiting 52% less often than their own usual pattern (+10 points of risk),Bounce-back free drink + one-question why-survey,1997.06
M000738,Bronze,Loyal,0.792148,visits roughly every 51 days (+14 points of risk),13 visits on record (+13 points of risk),a member for 630 days (+13 points of risk),"Tier-up nudge, personalized bundle",1996.37
M005338,Silver,Hibernating,0.8767986,visiting 99% less often than their own usual pattern (+15 points of risk),53 days since last visit (+14 points of risk),12 visits on record (+14 points of risk),Bounce-back free drink + one-question why-survey,1995.57
M014621,Bronze,Loyal,0.9496025,typical gap between visits is now 2.5x longer than their own usual pattern (+16 points of risk),a member for 443 days (+12 points of risk),13 visits on record (+11 points of risk),"Tier-up nudge, personalized bundle",1995.4
M001923,Bronze,Hibernating,0.9742459,65 days since last visit (+17 points of risk),13 visits on record (+11 points of risk),a member for 249 days (+9 points of risk),Bounce-back free drink + one-question why-survey,1995.25
M016037,Bronze,Hibernating,0.92150366,45 days since last visit (+14 points of risk),visiting 56% less often than their own usual pattern (+13 points of risk),10 visits on record (+11 points of risk),Bounce-back free drink + one-question why-survey,1994.05
M015700,Bronze,Hibernating,0.85657686,81 days since last visit (+14 points of risk),a member for 308 days (+12 points of risk),9 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,1993.15
M016213,Gold,Loyal,0.85576373,typical gap between visits is now 2.0x longer than their own usual pattern (+18 points of risk),a member for 536 days (+17 points of risk),19 visits on record (+9 points of risk),"Tier-up nudge, personalized bundle",1991.6100000000001
M007829,Bronze,Loyal,0.80202216,visiting 79% less often than their own usual pattern (+15 points of risk),13 visits on record (+15 points of risk),a member for 490 days (+7 points of risk),"Tier-up nudge, personalized bundle",1991.48
M019862,Silver,Hibernating,0.8681662,visiting 59% less often than their own usual pattern (+13 points of risk),a member for 358 days (+11 points of risk),10 visits on record (+10 points of risk),Bounce-back free drink + one-question why-survey,1990.2
M000189,Bronze,Loyal,0.8993826,visiting 75% less often than their own usual pattern (+15 points of risk),a member for 300 days (+12 points of risk),11 visits on record (+9 points of risk),"Tier-up nudge, personalized bundle",1989.85
M016998,Silver,Hibernating,0.88461953,visiting 60% less often than their own usual pattern (+13 points of risk),a member for 322 days (+12 points of risk),8 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,1989.53
M016249,Bronze,Hibernating,0.84470046,55 days since last visit (+15 points of risk),a member for 285 days (+10 points of risk),9 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,1988.45
M007365,Bronze,Loyal,0.86105406,visiting 71% less often than their own usual pattern (+15 points of risk),a member for 314 days (+14 points of risk),11 visits on record (+9 points of risk),"Tier-up nudge, personalized bundle",1985.09
M018496,Silver,Hibernating,0.9318205,visits roughly every 13 days (+16 points of risk),9 visits on record (+11 points of risk),37 days since last visit (+10 points of risk),Bounce-back free drink + one-question why-survey,1984.5600000000002
M000147,Bronze,Loyal,0.84266376,a member for 329 days (+14 points of risk),visiting 41% less often than their own usual pattern (+10 points of risk),10 visits on record (+9 points of risk),"Tier-up nudge, personalized bundle",1984.54
M004430,Bronze,Loyal,0.82567716,visiting 62% less often than their own usual pattern (+17 points of risk),9 visits on record (+10 points of risk),a member for 195 days (+9 points of risk),"Tier-up nudge, personalized bundle",1980.19
M004777,Bronze,Hibernating,0.96670437,86 days since last visit (+20 points of risk),11 visits on record (+11 points of risk),visits roughly every 10 days (+10 points of risk),Bounce-back free drink + one-question why-survey,1977.47
M003755,Silver,Loyal,0.8485545,visiting 68% less often than their own usual pattern (+14 points of risk),a member for 460 days (+11 points of risk),15 visits on record (+11 points of risk),"Tier-up nudge, personalized bundle",1976.09
M002635,Bronze,Hibernating,0.86790967,visiting 54% less often than their own usual pattern (+11 points of risk),9 visits on record (+11 points of risk),38 days since last visit (+10 points of risk),Bounce-back free drink + one-question why-survey,1975.29
M009404,Bronze,Hibernating,0.93335664,15 visits on record (+11 points of risk),a member for 354 days (+11 points of risk),visiting 43% less often than their own usual pattern (+9 points of risk),Bounce-back free drink + one-question why-survey,1973.31
M015599,Bronze,Loyal,0.83996814,visiting 90% less often than their own usual pattern (+17 points of risk),10 visits on record (+10 points of risk),a member for 222 days (+9 points of risk),"Tier-up nudge, personalized bundle",1968.81
M000978,Bronze,Hibernating,0.9539336,54 days since last visit (+17 points of risk),typical gap between visits is now 2.0x longer than their own usual pattern (+13 points of risk),14 visits on record (+11 points of risk),Bounce-back free drink + one-question why-survey,1968.7600000000002
M018427,Bronze,Hibernating,0.9659919,53 days since last visit (+16 points of risk),9 visits on record (+11 points of risk),a member for 184 days (+9 points of risk),Bounce-back free drink + one-question why-survey,1965.98
M017213,Bronze,Hibernating,0.9421909,47 days since last visit (+22 points of risk),visits roughly every 13 days (+20 points of risk),9 visits on record (+7 points of risk),Bounce-back free drink + one-question why-survey,1965.73
M016814,Bronze,Loyal,0.9093699,a member for 382 days (+14 points of risk),visiting 55% less often than their own usual pattern (+11 points of risk),10 visits on record (+10 points of risk),"Tier-up nudge, personalized bundle",1962.67
M007781,Silver,Loyal,0.8467028,a member for 449 days (+13 points of risk),13 visits on record (+13 points of risk),visiting 94% less often than their own usual pattern (+12 points of risk),"Tier-up nudge, personalized bundle",1962.55
M009367,Silver,Hibernating,0.9118607,typical gap between visits is now 2.0x longer than their own usual pattern (+19 points of risk),54 days since last visit (+14 points of risk),17 visits on record (+11 points of risk),Bounce-back free drink + one-question why-survey,1960.1200000000001
M004018,Silver,Hibernating,0.95375556,82 days since last visit (+16 points of risk),visiting 61% less often than their own usual pattern (+12 points of risk),a member for 387 days (+11 points of risk),Bounce-back free drink + one-question why-survey,1959.8
M010709,Bronze,Hibernating,0.826801,88 days since last visit (+12 points of risk),10 visits on record (+9 points of risk),a member for 318 days (+9 points of risk),Bounce-back free drink + one-question why-survey,1956.78
M003136,Silver,Hibernating,0.8321876,typical gap between visits is now 2.0x longer than their own usual pattern (+14 points of risk),a member for 378 days (+13 points of risk),8 visits on record (+10 points of risk),Bounce-back free drink + one-question why-survey,1956.3300000000002
M014725,Bronze,Hibernating,0.92639863,visiting 66% less often than their own usual pattern (+14 points of risk),45 days since last visit (+13 points of risk),11 visits on record (+12 points of risk),Bounce-back free drink + one-question why-survey,1955.44
M009949,Silver,Loyal,0.9352778,typical gap between visits is now 4.6x longer than their own usual pattern (+31 points of risk),10 visits on record (+10 points of risk),a member for 176 days (+9 points of risk),"Tier-up nudge, personalized bundle",1955.02
M001710,Bronze,Loyal,0.9075481,a member for 341 days (+15 points of risk),visiting 63% less often than their own usual pattern (+13 points of risk),11 visits on record (+10 points of risk),"Tier-up nudge, personalized bundle",1953.93
M001672,Bronze,Hibernating,0.9875367,typical gap between visits is now 3.7x longer than their own usual pattern (+18 points of risk),65 days since last visit (+15 points of risk),11 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,1950.79
M009840,Silver,Hibernating,0.79390895,visiting 93% less often than their own usual pattern (+14 points of risk),12 visits on record (+12 points of risk),a member for 401 days (+10 points of risk),Bounce-back free drink + one-question why-survey,1950.76
M007352,Bronze,Hibernating,0.85330653,76 days since last visit (+14 points of risk),visiting 73% less often than their own usual pattern (+14 points of risk),14 visits on record (+13 points of risk),Bounce-back free drink + one-question why-survey,1949.48
M016375,Bronze,Hibernating,0.8265759,85 days since last visit (+15 points of risk),a member for 278 days (+11 points of risk),visiting 38% less often than their own usual pattern (+9 points of risk),Bounce-back free drink + one-question why-survey,1946.25
M018176,Bronze,Loyal,0.88252383,visiting 82% less often than their own usual pattern (+14 points of risk),a member for 284 days (+13 points of risk),10 visits on record (+8 points of risk),"Tier-up nudge, personalized bundle",1945.73
M014748,Gold,Loyal,0.86336964,visiting 62% less often than their own usual pattern (+12 points of risk),9 visits on record (+11 points of risk),34 days since last visit (+10 points of risk),"Tier-up nudge, personalized bundle",1944.45
M009544,Silver,Hibernating,0.81601334,visiting 84% less often than their own usual pattern (+12 points of risk),a member for 308 days (+11 points of risk),9 visits on record (+10 points of risk),Bounce-back free drink + one-question why-survey,1944.3899999999999
M011139,Bronze,Hibernating,0.966005,69 days since last visit (+17 points of risk),typical gap between visits is now 2.1x longer than their own usual pattern (+17 points of risk),21 visits on record (+10 points of risk),Bounce-back free drink + one-question why-survey,1941.69
M010762,Bronze,Loyal,0.83983755,visiting 64% less often than their own usual pattern (+18 points of risk),13 visits on record (+13 points of risk),a member for 229 days (+8 points of risk),"Tier-up nudge, personalized bundle",1941.56
M016893,Bronze,Loyal,0.9742285,a member for 362 days (+13 points of risk),visiting 70% less often than their own usual pattern (+10 points of risk),visits roughly every 44 days (+9 points of risk),"Tier-up nudge, personalized bundle",1941.27
M012329,Bronze,Loyal,0.83843076,visits down 67% in the last 30 days vs. the 30 before (+19 points of risk),visits roughly every 10 days (+18 points of risk),11 visits on record (+8 points of risk),"Tier-up nudge, personalized bundle",1938.95
M004435,Bronze,Loyal,0.9528188,a member for 432 days (+14 points of risk),typical gap between visits is now 2.7x longer than their own usual pattern (+14 points of risk),11 visits on record (+11 points of risk),"Tier-up nudge, personalized bundle",1937.52
M000020,Bronze,Loyal,0.8127382,visiting 80% less often than their own usual pattern (+19 points of risk),12 visits on record (+12 points of risk),a member for 224 days (+8 points of risk),"Tier-up nudge, personalized bundle",1937.47
M000341,Bronze,Loyal,0.8121213,visiting 52% less often than their own usual pattern (+14 points of risk),a member for 171 days (+10 points of risk),8 visits on record (+8 points of risk),"Tier-up nudge, personalized bundle",1936.7
M007126,Bronze,Loyal,0.8763573,visiting 78% less often than their own usual pattern (+17 points of risk),11 visits on record (+12 points of risk),a member for 226 days (+9 points of risk),"Tier-up nudge, personalized bundle",1933.58
M004979,Silver,Hibernating,0.9460915,visits roughly every 14 days (+15 points of risk),11 visits on record (+11 points of risk),37 days since last visit (+10 points of risk),Bounce-back free drink + one-question why-survey,1931.09
M018944,Bronze,Hibernating,0.82121164,11 visits on record (+12 points of risk),54 days since last visit (+11 points of risk),a member for 388 days (+10 points of risk),Bounce-back free drink + one-question why-survey,1929.49
M006139,Silver,Loyal,0.91529685,visits roughly every 13 days (+15 points of risk),13 visits on record (+13 points of risk),a member for 188 days (+8 points of risk),"Tier-up nudge, personalized bundle",1928.33
M015987,Bronze,Hibernating,0.83532304,62 days since last visit (+20 points of risk),a member for 209 days (+9 points of risk),9 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,1927.89
M000728,Bronze,Loyal,0.8355225,visiting 63% less often than their own usual pattern (+13 points of risk),a member for 199 days (+11 points of risk),visits roughly every 33 days (+4 points of risk),"Tier-up nudge, personalized bundle",1927.07
M000737,Silver,Hibernating,0.84606206,a member for 348 days (+12 points of risk),57 days since last visit (+12 points of risk),9 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,1926.97
M019525,Bronze,Hibernating,0.92094195,68 days since last visit (+14 points of risk),typical gap between visits is now 2.1x longer than their own usual pattern (+14 points of risk),a member for 610 days (+12 points of risk),Bounce-back free drink + one-question why-survey,1926.75
M016366,Bronze,Loyal,0.9465923,a member for 406 days (+15 points of risk),visits roughly every 50 days (+14 points of risk),visiting 43% less often than their own usual pattern (+9 points of risk),"Tier-up nudge, personalized bundle",1926.5
M017355,Bronze,Loyal,0.85669804,visits roughly every 39 days (+13 points of risk),a member for 242 days (+12 points of risk),7 visits on record (+4 points of risk),"Tier-up nudge, personalized bundle",1926.01
M013019,Bronze,Loyal,0.84787565,typical gap between visits is now 2.0x longer than their own usual pattern (+16 points of risk),a member for 251 days (+12 points of risk),12 visits on record (+12 points of risk),"Tier-up nudge, personalized bundle",1925.93
M002606,Bronze,Hibernating,0.94310886,65 days since last visit (+16 points of risk),visiting 75% less often than their own usual pattern (+13 points of risk),a member for 290 days (+10 points of risk),Bounce-back free drink + one-question why-survey,1924.23
M007772,Gold,Loyal,0.86358273,typical gap between visits is now 2.9x longer than their own usual pattern (+16 points of risk),a member for 377 days (+15 points of risk),12 visits on record (+12 points of risk),"Tier-up nudge, personalized bundle",1924.09
M001971,Silver,Loyal,0.91299987,typical gap between visits is now 2.7x longer than their own usual pattern (+20 points of risk),a member for 378 days (+14 points of risk),14 visits on record (+13 points of risk),"Tier-up nudge, personalized bundle",1922.48
M009135,Bronze,Loyal,0.8252558,visiting 91% less often than their own usual pattern (+18 points of risk),13 visits on record (+13 points of risk),a member for 239 days (+5 points of risk),"Tier-up nudge, personalized bundle",1922.18
M015891,Bronze,Loyal,0.8557443,visiting 64% less often than their own usual pattern (+14 points of risk),15 visits on record (+12 points of risk),a member for 328 days (+9 points of risk),"Tier-up nudge, personalized bundle",1921.83
M011909,Bronze,Loyal,0.84189844,visiting 70% less often than their own usual pattern (+17 points of risk),9 visits on record (+11 points of risk),a member for 189 days (+9 points of risk),"Tier-up nudge, personalized bundle",1921.02
M016577,Bronze,Loyal,0.93303937,12 visits on record (+14 points of risk),visits roughly every 10 days (+11 points of risk),visiting 43% less often than their own usual pattern (+8 points of risk),"Tier-up nudge, personalized bundle",1917.26
M007837,Silver,Loyal,0.81214726,13 visits on record (+17 points of risk),a member for 612 days (+13 points of risk),typical gap between visits is now 2.1x longer than their own usual pattern (+13 points of risk),"Tier-up nudge, personalized bundle",1917.0900000000001
M005632,Silver,Loyal,0.837325,visiting 85% less often than their own usual pattern (+18 points of risk),10 visits on record (+10 points of risk),a member for 219 days (+8 points of risk),"Tier-up nudge, personalized bundle",1916.67
M004211,Silver,Hibernating,0.84085387,79 days since last visit (+40 points of risk),70% of visits at their home branch — consistently loyal to one location (+7 points of risk),10 visits on record (+7 points of risk),Bounce-back free drink + one-question why-survey,1916.6
M012801,Silver,Loyal,0.79341435,visiting 91% less often than their own usual pattern (+17 points of risk),10 visits on record (+9 points of risk),a member for 229 days (+9 points of risk),"Tier-up nudge, personalized bundle",1916.35
M009016,Bronze,Loyal,0.80733496,visiting 64% less often than their own usual pattern (+17 points of risk),10 visits on record (+10 points of risk),a member for 181 days (+9 points of risk),"Tier-up nudge, personalized bundle",1913.6
M009078,Silver,Hibernating,0.8931157,visiting 59% less often than their own usual pattern (+13 points of risk),47 days since last visit (+13 points of risk),a member for 227 days (+10 points of risk),Bounce-back free drink + one-question why-survey,1913.3
M006038,Silver,Hibernating,0.90046966,68 days since last visit (+23 points of risk),visits roughly every 14 days (+12 points of risk),11 visits on record (+11 points of risk),Bounce-back free drink + one-question why-survey,1912.95
M015449,Bronze,Loyal,0.8798591,13 visits on record (+14 points of risk),visiting 63% less often than their own usual pattern (+13 points of risk),a member for 253 days (+8 points of risk),"Tier-up nudge, personalized bundle",1912.7
M012711,Bronze,Hibernating,0.8569122,53 days since last visit (+15 points of risk),visiting 39% less often than their own usual pattern (+12 points of risk),10 visits on record (+11 points of risk),Bounce-back free drink + one-question why-survey,1912.53
